LRIMOShipNo,ShipName,ShipStatus,ShiptypeLevel5,GrossTonnage,Deadweight,BollardPull,Breadth,BunkersDescriptiveNarrative,CargoCapacitiesNarrative,CargoGradesSegregations,ClassNarrative,CountryOfBuild,DateOfBuild,Displacement,Draught,FlagCode,FlagName,FuelConsumptionTotal,FuelType1Capacity,FuelType1Code,FuelType1First,FuelType2Capacity,FuelType2Code,FuelType2Second,GasCapacity,GrainCapacity,HullType,HullTypeCode,IceCapabilityDescriptiveNarrative,Length,LiquidCapacity,MaritimeMobileServiceIdentityMMSINumber,NumberofTanks,Operator,PassengerCapacity,PortofRegistryCode,PortofRegistry,SegregatedBallastCapacity,SegregatedBallastTanks,Shipbuilder,ShiptypeGroup,ShiptypeLevel2,ShiptypeLevel3,ShiptypeLevel4,ShiptypeLevel5HullType,ShiptypeLevel5SubGroup,ShiptypeLevel5SubType,SlopTankCapacity,Speed,StandardShipDesign,StatCode5,TEU
9589683,PRABHU MOHINI,In Service/Commission,Bulk Carrier,44232,81340,0,32.25,,"Grain 95,786; Bale 90,399; Segregated Ballast 21,724",0,"Lloyd's Register (2011-08-30),Indian Register of Shipping (2011-08-00)LR Class: + 100 A1 Survey Type: Special Survey Date: 2011-08 Class Notation: bulk carrier:CSR:BC-A:(Holds 2, 4 & 6 may be empty) :GRAB(20):ESP:LI:*IWS :ShipRight (CM, ACS(B)) LR Machinery Class: LR Maltese Cross LMC LR Machinery Notations: UMS (Unmanned Machinery Spaces)Fee Numeral: 11674 LR Hull Notes: 9BH WB35717.7T (including No.4 floodable cargo hold)","Korea, South",201108,94929,14.5,IND,India,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,95786,,,,229,0,419000203,,Tolani Shipping Co Ltd,0,8813,Mumbai,21724,,Hyundai Heavy Inds - Ulsan,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9589712,BRIGHT LIFE,In Service/Commission,Bulk Carrier,17025,28207,0,27.2,,"Grain 37,320; Bale 35,742",0,"Nippon Kaiji Kyokai (2011-02-00)Survey Type: Date: 2011-01  NK: Special Survey Date: 2011-01-06 Class Notation: NS*(BC-A, BC-XII, GRAB)(ESP)(IWS)/MNS*",Japan,201101,0,9.82,CYP,Cyprus,0,1538,RF,Residual Fuel,0,NN,Not Applicable,0,37320,,,,169.37,0,209029000,,Alassia Newships Management,0,23,Limassol,0,,I-S Shipyard Co Ltd,Large Handysize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14,Imabari 28,A21A2BC,0
9589736,QUEEN ASIA,In Service/Commission,Bulk Carrier,17027,28425,0,27.2,,"Grain 37,320; Bale 35,742",0,Nippon Kaiji Kyokai (2011-09-00)Survey Type: Date: 2011-09 ,Japan,201109,0,9.8,PAN,Panama,0,1530,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,37320,,,,169.5,0,357812000,,San-E Maritime Corp-JPN,0,1010,Panama,0,,I-S Shipyard Co Ltd,Large Handysize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14,Imabari 28,A21A2BC,0
9589748,MELITA,In Service/Commission,Crude Oil Tanker,81384,158658,0,48,,"Liquid @ 98% 167,441; Segregated Ballast 54,531; Slops 4,635; Cargo heating coils",3,American Bureau of Shipping (2011-06-00)Survey Type: Date: 2011-06 ,"Korea, South",201106,182856,17.025,MAI,Marshall Islands,0,260,DF,Distillate Fuel,3965,RF,Residual Fuel,0,0,Double Hull (Marpol),DH,,274.393,167441,538004237,14,Suezmax International Agencies,0,100,Majuro                                ,54531,,Samsung Heavy Inds - Geoje,Suezmax - Tanker,Tankers,Oil,Crude Oil Tanker,Ship Shape Including Multi-Hulls,Petroleum Products,Crude Oil Tanker,4635,15.5,,A13A2TV,0
9589803,AMIS WISDOM VI,In Service/Commission,Bulk Carrier,34795,61456,0,32.24,,"Grain 77,674",0,Bureau Veritas (2011-09-00)Survey Type: Date: 2011-09  BV: Special Survey Date: 2011-09-07 Class Notation: I Bulk carrier CSR BC-A ESP GRAB Service Restriction: Unrestricted navigation,Japan,201109,0,13.01,PAN,Panama,0,2560,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,77674,,,,199.9,0,371897000,,Wisdom Marine Intl Inc,0,1010,Panama,0,,Shin Kasado Dockyard Co Ltd,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,I-Star 61,A21A2BC,0
9589968,OSLO BULK 6,In Service/Commission,General Cargo Ship,5629,8036,0,18.2,,"Grain 10,248; Bale 10,248",0,Germanischer Lloyd (2011-01-00)Survey Type: Date: 2011-01 ,"China, People's Republic Of",201101,0,7.057,SNG,Singapore,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,10248,,,FS Ice Class II,108.18,0,565271000,,Belbulk Shipping Pte Ltd,0,610,Singapore,0,,Jiangsu Yangzijiang Shbldg Co,,Dry Cargo/Passenger,General Cargo,General Cargo Ship,Ship Shape Including Multi-Hulls,General Cargo,General Cargo,,12.4,,A31A2GX,0
9590072,NAVIOS CENTAURUS,In Service/Commission,Bulk Carrier,44282,81472,0,32.26,,"Grain 95,700",0,"Lloyd's Register (2012-03-30)LR Class: + 100 A1 Survey Type: Special Survey Date: 2012-03 Class Notation: bulk carrier:CSR:BC-A:GRAB(25):Nos 2, 4 & 6 holds may be empty:ESP:ShipRight(CM, ACS(B)):*IWS:LI:EP(B) LR Machinery Class: LR Maltese Cross LMC LR Machinery Notations: UMS (Unmanned Machinery Spaces)Fee Numeral: 11646 LR Hull Notes: 9BH WB23253T","Korea, South",201203,94986,14.55,PAN,Panama,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,95700,,,,229,0,373131000,,Navios Shipmanagement Inc,0,1010,Panama,0,,Sungdong Shipbuilding & Eng,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9590101,KROUSSON,In Service/Commission,Bulk Carrier,44282,81316,0,32.26,,"Grain 96,295",0,"Lloyd's Register (2011-11-14)LR Class: + 100 A1 Survey Type: Special Survey Date: 2011-11 Class Notation: bulk carrier:CSR:BC-A:GRAB(20) :Nos. 2, 4 & 6 holds may be empty:ESP :ShipRight(CM,ACS(B)):*IWS:LI:EP(B) LR Machinery Class: LR Maltese Cross LMC LR Machinery Notations: UMS (Unmanned Machinery Spaces)Fee Numeral: 11646 LR Hull Notes: 9BH WB23396.2T","Korea, South",201111,94950,14.55,MAI,Marshall Islands,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,96295,,,,229,0,538004241,,Efshipping Co SA Panama,0,100,Majuro                                ,0,,Sungdong Shipbuilding & Eng,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.8,,A21A2BC,0
9590125,KYNOURIA,In Service/Commission,Bulk Carrier,44282,81354,0,32.26,,"Grain 95,700",0,"Lloyd's Register (2012-03-26)LR Class: + 100 A1 Survey Type: Special Survey Date: 2012-03 Class Notation: Bulk Carrier:CSR:BC-A:GRAB(20):Nos 2, 4 & 6 holds may be empty:ESP:ShipRight(CM, ACS(B)):*IWS:LI:EP(B) LR Machinery Class: LR Maltese Cross LMC LR Machinery Notations: UMS (Unmanned Machinery Spaces)Fee Numeral: 11646 LR Hull Notes: 9BH WB23396.2T","Korea, South",201203,94986,14.5,MAI,Marshall Islands,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,95700,,,,229,0,538004243,,Efshipping Co SA Panama,0,100,Majuro                                ,0,,Sungdong Shipbuilding & Eng,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.8,,A21A2BC,0
9590747,PRIME ROSE,In Service/Commission,Bulk Carrier,44485,81516,0,32.26,,"Grain 95,414",0,"Det Norske Veritas (2012-10-00) NV: Special Survey Date: 2012-02-20 Class Notation: 1A1 Bulk Carrier ESP CSR BC-A E0 CLEAN GRAB(20) COAT-PSPC(B) BIS HOLDS(2,4,6)MAY BE EMPTY TMON","Korea, South",201202,0,14.5,MAI,Marshall Islands,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,95414,,,,229,0,538004570,,Active Shipping & Mgmt Pte Ltd,0,100,Majuro                                ,0,,SPP Shipbuilding - Sacheon,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9590785,BREEZE ISLAND,In Service/Commission,Bulk Carrier,17019,28367,0,27.2,,"Grain 37,320; Bale 35,742",0,"Nippon Kaiji Kyokai (2011-04-00)Survey Type: Date: 2011-05  NK: Special Survey Date: 2011-04-15 Class Notation: NS*(BC-A, BC-XII, GRAB)(ESP)/MNS*",Japan,201104,0,9.8,PAN,Panama,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,37320,,,,169.37,0,370524000,,Misuga Kaiun HK Ltd,0,1010,Panama,0,,Imabari Shipbuilding - Imabari,Large Handysize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,Imabari 28,A21A2BC,0
9590797,ARKADIA,In Service/Commission,Bulk Carrier,33958,56348,0,32.26,,"Grain 70,055",0,Det Norske Veritas (2012-01-00)Survey Type: Date: 2012-01  NV: Special Survey Date: 2012-01-05 Class Notation: 1A1 ICE-1A Bulk Carrier ESP ES(D) CSR BC-A E0 NAUT-OC BWM-T GRAB(20) COAT-PSPC(B) BIS HOLDS(2 and 4)MAY BE EMPTY TMON,Vietnam,201201,0,13.02,FIN,Finland,0,115,DF,Distillate Fuel,2010,RF,Residual Fuel,0,70055,,,FS Ice Class 1A,197.08,0,230624000,,ESL Shipping Oy,0,5369,Helsinki,0,,Hyundai-Vinashin Shipyard Co,Large Handymax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9590802,KUMPULA,In Service/Commission,Bulk Carrier,33958,56348,0,32.26,,"Grain 70,055",0,Det Norske Veritas (2012-05-00)Survey Type: Date: 2012-05 ,Vietnam,201205,0,13.02,FIN,Finland,0,115,DF,Distillate Fuel,2010,RF,Residual Fuel,0,70055,,,FS Ice Class 1A,197.08,0,230625000,,ESL Shipping Oy,0,5369,Helsinki,0,,Hyundai-Vinashin Shipyard Co,Large Handymax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9590929,IVS BEACHWOOD,In Service/Commission,Bulk Carrier,34795,61418,0,32.24,,"Grain 77,674",0,"Nippon Kaiji Kyokai (2011-07-00)Survey Type: Date: 2011-07  NK: Special Survey Date: 2011-07-06 Class Notation: NS*(CSR, BC-A, BC-XII, GRAB 20)(ESP)(IWS)/MNS* Strengthened for heavy cargo loading where hold nos. 2 & 4 may be empty",Japan,201107,0,13.01,PAN,Panama,0,2560,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,77674,,,,199.9,0,357649000,,Lauritzen Bulkers A/S,0,1010,Panama,0,,Iwagi Zosen Co Ltd,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,I-Star 61,A21A2BC,0
9591064,WORLD SIRIUS,In Service/Commission,Bulk Carrier,17027,28392,0,27.2,,"Grain 37,320; Bale 35,743",0,Nippon Kaiji Kyokai (2011-06-00)Survey Type: Date: 2011-06 ,Japan,201106,34766,9.819,PAN,Panama,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,37320,,,,169.37,0,353237000,,Mitsui OSK Lines Ltd,0,1010,Panama,0,,Imabari Shipbuilding - Imabari,Large Handysize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,Imabari 28,A21A2BC,0
9591076,OCEAN VICTORY,In Service/Commission,Bulk Carrier,17019,28386,0,27.2,,"Grain 37,320; Bale 35,742",0,Nippon Kaiji Kyokai (2011-07-00)Survey Type: Date: 2011-07 ,Japan,201107,0,9.819,PAN,Panama,0,1500,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,37320,,,,169.37,0,352851000,,Oldendorff Carriers GmbH & Co,0,1010,Panama,0,,Imabari Shipbuilding - Imabari,Large Handysize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,Imabari 28,A21A2BC,0
9591430,GREAT DRAGON 9,In Service/Commission,Bulk Carrier,43717,79421,0,32.255,,"Grain 97,000",0,"Lloyd's Register (2012-05-19)LR Class: + 100 A1 Survey Type: Special Survey Date: 2012-05 Class Notation: bulk carrier:CSR:BC-A:GRAB(20):Nos. 2, 4 & 6 holds may be empty:ESP:ShipRight (ACS(B),CM):*IWS:LI :Ice Class 1D:Max/min draughts fwd 15.400/4.176m:Max/min draughts aft 15.702/6.934m:Required power 5081kw, installed power 11620kw LR Machinery Class: LR Maltese Cross LMC LR Machinery Notations: UMS (Unmanned Machinery Spaces)Fee Numeral: 11650 LR Hull Notes: 9BH","China, People's Republic Of",201205,93288,14.58,HKG,"Hong Kong, China",0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,97000,,,FS Ice Class II,228.91,0,477424200,,Great Dragon Intl Shipping Ltd,0,9377,Hong Kong,0,,Jiangsu Eastern Heavy Industry,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,SDARI KMAX 80,A21A2BC,0
9591583,DOUBLE PRESTIGE,In Service/Commission,Bulk Carrier,50617,95709,0,38,,"Grain 109,476",0,"Nippon Kaiji Kyokai (2010-07-00)Survey Type: Date: 2011-07  NK: Special Survey Date: 2011-07-26 Class Notation: NS*(CSR, BC-A, BC-XII, GRAB 20)(ESP)(IWS)/MNS* Strengthened for heavy cargo loading where hold nos. 2,4 & 6 may be empty",Japan,201107,0,14.466,MAI,Marshall Islands,0,3900,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,109476,,,,234.98,0,538004391,,PCL Shipping Pte Ltd,0,100,Majuro                                ,0,,Imabari Shipbuilding - Marugam,Post-Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,IS Nexter 95,A21A2BC,0
9591595,TENDER SALUTE,In Service/Commission,Bulk Carrier,50617,95695,0,38,,"Grain 109,476",0,Nippon Kaiji Kyokai (2011-09-00)Survey Type: Date: 2011-09 ,Japan,201109,0,14.466,PAN,Panama,0,3920,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,109476,,,,234.98,0,352655000,,NYK Line,0,1010,Panama,0,,Imabari Shipbuilding - Marugam,Post-Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,IS Nexter 95,A21A2BC,0
9591600,VENUS HISTORY,In Service/Commission,Bulk Carrier,50647,95692,0,38,,"Grain 109,476",0,American Bureau of Shipping (2011-09-00)Survey Type: Date: 2011-09 ,Japan,201109,0,14.4,CYP,Cyprus,0,308,DF,Distillate Fuel,3749,RF,Residual Fuel,0,109476,,,,234.98,0,209941000,,Safe Bulkers Inc,0,23,Limassol,0,,Imabari Shipbuilding - Marugam,Post-Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,IS Nexter 95,A21A2BC,0
9591753,ANTWERPIA,In Service/Commission,Bulk Carrier,44113,81429,0,32.26,,"Grain 95,700",0,"Det Norske Veritas (2012-02-00)Survey Type: Date: 2012-02  NV: Special Survey Date: 2012-02-20 Class Notation: + 1A1 Bulk Carrier ESP CSR BC-A E0 BIS HOLDS(2,4,6)MAY BE EMPTY TMON NAUTICUS(Newbuilding)","Korea, South",201202,0,14.55,MAI,Marshall Islands,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,95700,,,,229,0,538004459,,Oldendorff Carriers GmbH & Co,0,100,Majuro                                ,0,,Sungdong Shipbuilding & Eng,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9591818,THERESA GUANGDONG,In Service/Commission,Bulk Carrier,44686,82000,0,32.26,,"Grain 98,740",0,Bureau Veritas (2012-05-00)Survey Type: Date: 2012-05 ,"China, People's Republic Of",201205,0,14.58,HKG,"Hong Kong, China",0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,98740,,,,229,0,477700800,,Wilmar International Ltd,0,9377,Hong Kong,0,,Jiangsu Eastern Heavy Industry,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.1,SDARI KMAX 80,A21A2BC,0
9591961,CORAL JASPER,In Service/Commission,Bulk Carrier,41963,78087,0,32.26,,"Grain 92,370; Bale 89,656",0,"Nippon Kaiji Kyokai (2012-05-00)Survey Type: Date: 2012-05  NK: Special Survey Date: 2012-05-22 Class Notation: NS*(CSR, BC-A, BC-XII, GRAB 20, PSPC-WBT)(ESP)/MNS*",Japan,201205,0,14.33,PAN,Panama,0,3180,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,92370,,,,225,0,373331000,,Yamamaru Kisen KK,0,1010,Panama,0,,Shin Kurushima Toyohashi,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,13.8,,A21A2BC,0
9591973,CORAL OPAL,In Service/Commission,Bulk Carrier,41963,78090,0,32.26,,"Grain 92,370; Bale 89,656",0,"Nippon Kaiji Kyokai (2012-07-00)Survey Type: Date: 2012-07  NK: Special Survey Date: 2012-07-05 Class Notation: NS*(CSR, BC-A, BC-XII, GRAB 20, PSPC-WBT)(ESP)/MNS*",Japan,201207,0,14.33,PAN,Panama,0,3180,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,92370,,,,225,0,373495000,,NYK Line,0,1010,Panama,0,,Shin Kurushima Toyohashi,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9591985,CORAL CRYSTAL,In Service/Commission,Bulk Carrier,41963,78103,0,32.26,,"Grain 92,370; Bale 89,656",0,"Nippon Kaiji Kyokai (2012-08-00)Survey Type: Date: 2012-08  NK: Special Survey Date: 2012-08-28 Class Notation: NS*(CSR, BC-A, BC-XII, GRAB 20, PSPC-WBT)(ESP)/MNS*",Japan,201208,0,14.33,PAN,Panama,0,3180,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,92370,,,,225,0,373789000,,NYK Line,0,1010,Panama,0,,Shin Kurushima Toyohashi,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9592018,STAHLA,In Service/Commission,Bulk Carrier,41254,76059,0,32.26,,"Grain 91,717; Bale 89,882",0,"Det Norske Veritas (2012-09-00),China Classification Society (Contemplated) (2010-10-00)Survey Type: Date: 2012-09 ","China, People's Republic Of",201209,0,14.25,CYP,Cyprus,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,91717,,,,225,0,209755000,,Katsikis & Sigalas,0,23,Limassol,0,,Hudong-Zhonghua Shipbuilding,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9592044,XIAO YU,In Service/Commission,Bulk Carrier,41260,76116,0,32.26,,"Grain 90,540; Bale 89,882",0,American Bureau of Shipping (2012-01-00)Survey Type: Date: 2012-01 ,"China, People's Republic Of",201201,0,14.25,HKG,"Hong Kong, China",0,267,DF,Distillate Fuel,2709,RF,Residual Fuel,0,90540,,,,225,0,477091200,,Shandong Shipping Corp,0,9377,Hong Kong,0,,Hudong-Zhonghua Shipbuilding,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9592226,AQUALIBERTY,In Service/Commission,Crude Oil Tanker,61237,115648,0,43.8,,"Liquid @ 98% 123,650; Segregated Ballast 39,936; Slops 3,704; Cargo heating coils",3,American Bureau of Shipping (2011-07-00)Survey Type: Date: 2011-07 ,"Korea, South",201107,134340,15,LIB,Liberia,0,245,DF,Distillate Fuel,2936,RF,Residual Fuel,0,0,Double Hull (Marpol),DH,,248.971,123650,636015174,14,Aframax International,0,4028,Monrovia                              ,39936,,Samsung Heavy Inds - Geoje,Aframax - Tanker,Tankers,Oil,Crude Oil Tanker,Ship Shape Including Multi-Hulls,Petroleum Products,Crude Oil Tanker,3704,15.5,,A13A2TV,0
9592238,AQUALEADER,In Service/Commission,Crude Oil Tanker,61237,115669,0,43.8,,"Liquid @ 98% 123,650; Segregated Ballast 39,936; Slops 3,630; Cargo heating coils",3,American Bureau of Shipping (2011-10-00)Survey Type: Date: 2011-10 ,"Korea, South",201110,134340,15.01,LIB,Liberia,0,244.8,DF,Distillate Fuel,2936,RF,Residual Fuel,0,0,Double Hull (Marpol),DH,,249.97,123650,636015175,14,Aframax International,0,4028,Monrovia                              ,39936,,Samsung Heavy Inds - Geoje,Aframax - Tanker,Tankers,Oil,Crude Oil Tanker,Ship Shape Including Multi-Hulls,Petroleum Products,Crude Oil Tanker,3630,15.5,,A13A2TV,0
9592240,AQUALEGEND,In Service/Commission,Crude Oil Tanker,61237,115571,0,43.8,,"Liquid @ 98% 123,650; Segregated Ballast 39,936; Slops 3,630; Cargo heating coils",3,American Bureau of Shipping (2012-01-00)Survey Type: Date: 2012-01 ,"Korea, South",201201,134340,15,LIB,Liberia,0,280,DF,Distillate Fuel,2903,RF,Residual Fuel,0,0,Double Hull (Marpol),DH,,248.97,123650,636015176,14,Aframax International,0,4028,Monrovia                              ,39936,,Samsung Heavy Inds - Geoje,Aframax - Tanker,Tankers,Oil,Crude Oil Tanker,Ship Shape Including Multi-Hulls,Petroleum Products,Crude Oil Tanker,3630,15.7,,A13A2TV,0
9592252,NISSOS KYTHNOS,In Service/Commission,Crude Oil Tanker,61242,115674,0,43.8,,"Liquid @ 98% 123,650; Segregated Ballast 39,975; Slops 3,630; Cargo heating coils",3,American Bureau of Shipping (2011-09-00)Survey Type: Date: 2011-09 ,"Korea, South",201109,134340,15,GRC,Greece,0,278,DF,Distillate Fuel,2903,RF,Residual Fuel,0,0,Double Hull (Marpol),DH,,248.971,123650,241132000,14,Kyklades Maritime Corp,0,825,Piraeus,39975,,Samsung Heavy Inds - Geoje,Aframax - Tanker,Tankers,Oil,Crude Oil Tanker,Ship Shape Including Multi-Hulls,Petroleum Products,Crude Oil Tanker,3630,15.7,,A13A2TV,0
9592604,DONGHAE STAR,In Service/Commission,Bulk Carrier,45026,82861,0,32.24,Fuel: consumption: 30.00pd,"Grain 95,172",0,Korean Register of Shipping (2012-05-00)Survey Type: Date: 2012-05 ,"Korea, South",201205,0,14.518,PAN,Panama,30,200,DF,Distillate Fuel,2400,RF,Residual Fuel,0,95172,,,,228.9,0,373082000,,Dusung Shipping Co Ltd,0,1010,Panama,0,,STX Offshore & Shbldg - Jinhae,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9592616,MOKPO STAR,In Service/Commission,Bulk Carrier,45026,82852,0,32.24,,"Grain 95,172",0,Korean Register of Shipping (2012-02-00)Survey Type: Date: 2012-04 ,"Korea, South",201204,0,14.45,PAN,Panama,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,95172,,,,228.9,0,373325000,,Dusung Shipping Co Ltd,0,1010,Panama,0,,STX Offshore & Shbldg - Jinhae,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.4,,A21A2BC,0
9592628,BUSAN STAR,In Service/Commission,Bulk Carrier,33308,57336,0,32.26,,"Grain 71,850",0,"Korean Register of Shipping (2011-11-00)Survey Type: Date: 2011-11  KR: Special Survey Date: 2011-11-02 Class Notation: BULK CARRIER 'ESP' (CSR) BC-A(Hold Nos. 2 & 4 may be empty) GRAB[20] IWS CDG ENV(IBWM, IAFS, IOPP, ISPP, IGPP, IAPP) PSPC CHA LI UMA STCM","Korea, South",201111,0,13.018,PAN,Panama,0,2080,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,71850,,,,190,0,352094000,,Dusung Shipping Co Ltd,0,1010,Panama,0,,STX Offshore & Shbldg - Jinhae,Large Handymax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9592707,JOHN M CARRAS,In Service/Commission,Bulk Carrier,44290,82057,0,32.26,,"Grain 96,500",0,Det Norske Veritas (2012-01-00)Survey Type: Date: 2012-01 ,"Korea, South",201201,0,14.5,GRC,Greece,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,96500,,,,229,0,241150000,,Carras Hellas SA,0,825,Piraeus,0,,Daewoo Shipbuilding & Marine,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9592769,DANA CRUZ,In Service/Commission,Pusher Tug,268,0,14,10.9,,,0,Survey Type: Date: 2010-06 ,United States Of America,201006,0,1.75,USA,United States Of America,0,83,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,Ice strengthened,28,0,367455560,,Foss Maritime Co,0,838,"Palmer, AK",0,,Wahl - Reedsport,,Miscellaneous,Towing / Pushing,Pusher Tug,Ship Shape Including Multi-Hulls,Specialist 1,Pusher Tug,,0,,B32B2SP,0
